City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Hofn,IS,2022-03-17 23:43:42,64.2539,-15.2082,34.03,75,51,36.44
234,Manokwari,ID,2022-03-17 23:43:42,-0.8667,134.0833,82.87,70,76,4.18
235,Romny,UA,2022-03-17 23:43:43,50.751,33.4747,16.83,93,32,8.32
236,Kampong Thum,KH,2022-03-17 23:43:43,12.7111,104.8887,80.76,67,79,7.63
237,Namibe,AO,2022-03-17 23:43:43,-15.1961,12.1522,71.76,73,67,5.19
238,Huaidian,CN,2022-03-17 23:43:44,33.4333,115.0333,41.72,45,100,4.65
239,Sept-Iles,CA,2022-03-17 23:43:44,50.2001,-66.3821,28.92,95,100,6.91
240,Vallenar,CL,2022-03-17 23:43:44,-28.5708,-70.7581,70.32,50,54,2.98
241,Ribeira Brava,PT,2022-03-17 23:43:45,32.65,-17.0667,59.72,72,32,5.88
242,Eucaliptus,BO,2022-03-17 23:43:45,-17.5833,-67.5167,50.14,65,46,6.4
243,Vila Franca Do Campo,PT,2022-03-17 23:43:46,37.7167,-25.4333,63.19,88,100,23.29
244,Kompaniyivka,UA,2022-03-17 23:43:46,48.2511,32.208,22.75,73,62,13.2
245,Merke,KZ,2022-03-17 23:43:47,42.8728,73.1786,38.53,98,100,4.25
246,Raahe,FI,2022-03-17 23:43:47,64.6833,24.4833,33.89,78,1,14.9
247,Port Hardy,CA,2022-03-17 23:43:47,50.6996,-127.4199,48.38,81,75,10.36
248,Malakal,SS,2022-03-17 23:43:48,9.5334,31.6605,77.31,15,10,4.45
249,Mareeba,AU,2022-03-17 23:43:49,-17.0,145.4333,76.44,86,100,4.21
250,Bintulu,MY,2022-03-17 23:43:49,3.1667,113.0333,77.41,100,20,3.44
251,Vizinga,RU,2022-03-17 23:43:49,61.0749,50.1031,23.92,97,99,2.68
252,Vila Velha,BR,2022-03-17 23:43:50,-20.3297,-40.2925,80.55,83,75,11.5
253,Kirakira,SB,2022-03-17 23:43:50,-10.4544,161.9205,84.96,69,74,6.71
254,San Policarpo,PH,2022-03-17 23:43:51,12.1791,125.5072,82.35,79,82,7.61
255,Vestmannaeyjar,IS,2022-03-17 23:43:51,63.4427,-20.2734,34.79,70,100,41.58
256,Alofi,NU,2022-03-17 23:43:51,-19.0595,-169.9187,82.29,83,75,8.05
257,Groningen,NL,2022-03-17 23:42:09,53.25,6.75,42.03,83,8,3.44
258,Hambantota,LK,2022-03-17 23:43:52,6.1241,81.1185,78.8,75,76,6.06
259,Taraz,KZ,2022-03-17 23:43:52,42.9,71.3667,37.81,93,100,4.47
260,Funtua,NG,2022-03-17 23:43:53,11.5233,7.3081,71.35,16,100,9.71
261,Sambava,MG,2022-03-17 23:43:53,-14.2667,50.1667,75.29,93,85,3.31
262,Adrar,MR,2022-03-17 23:43:53,20.5022,-10.0711,64.08,37,0,9.17
263,Atasu,KZ,2022-03-17 23:43:54,48.6814,71.6433,19.58,96,100,5.28
264,Bhatkal,IN,2022-03-17 23:43:54,13.9667,74.5667,77.45,87,98,3.51
265,Ciudad Ojeda,VE,2022-03-17 23:43:55,10.1964,-71.3082,83.41,64,40,10.36
266,Aktash,RU,2022-03-17 23:43:55,50.3,87.7333,-13.77,81,80,3.96
267,Arys,KZ,2022-03-17 23:43:55,42.4252,68.795,38.21,95,100,7.74
268,Gulariya,NP,2022-03-17 23:43:56,28.2333,81.3333,71.06,42,95,2.53
269,Sur,OM,2022-03-17 23:43:56,22.5667,59.5289,77.88,55,2,5.17
270,Lorengau,PG,2022-03-17 23:43:57,-2.0226,147.2712,85.46,64,28,10.33
271,Lookan,PH,2022-03-17 23:43:57,5.037,120.1027,83.43,73,84,7.4
272,Biak,ID,2022-03-17 23:43:58,-0.9131,122.8766,78.19,84,99,3.42
273,Synya,RU,2022-03-17 23:43:58,65.3718,58.0387,20.57,97,94,4.94
274,San Rafael Del Sur,NI,2022-03-17 23:43:58,11.8485,-86.4384,88.77,53,12,12.5
275,Ihlow,DE,2022-03-17 23:43:59,51.8833,13.3333,45.43,81,75,6.91
276,Havelock,US,2022-03-17 23:43:59,34.8791,-76.9013,64.98,76,40,12.66
277,Nanortalik,GL,2022-03-17 23:43:59,60.1432,-45.2371,8.29,73,39,8.9
278,Luderitz,NA,2022-03-17 23:44:00,-26.6481,15.1594,67.84,64,32,1.57
279,Yaritagua,VE,2022-03-17 23:44:00,10.08,-69.1261,72.01,87,46,6.29
280,Tadepalle,IN,2022-03-17 23:44:00,16.4833,80.6,73.35,86,28,4.56
281,Saint Pete Beach,US,2022-03-17 23:44:01,27.7253,-82.7412,74.19,63,0,6.91
282,Acarau,BR,2022-03-17 23:44:01,-2.8856,-40.12,77.43,87,97,7.83
283,Bure,ET,2022-03-17 23:44:02,10.7,37.0667,64.58,56,98,0.65
284,Namli,IN,2022-03-17 23:44:02,23.4333,75.05,76.84,17,46,6.89
285,Cap-Aux-Meules,CA,2022-03-17 23:44:03,47.3821,-61.8597,35.65,75,75,17.27
286,Markova,UA,2022-03-17 23:40:06,48.6758,24.4138,22.37,71,23,3.27
287,Ust-Nera,RU,2022-03-17 23:44:03,64.5667,143.2,-0.49,79,43,1.81
288,Portland,US,2022-03-17 23:40:35,45.5234,-122.6762,52.52,81,100,7.0
289,Kakonko,TZ,2022-03-17 23:44:04,-3.2828,30.9642,62.73,98,100,2.44
290,Naze,JP,2022-03-17 23:44:04,28.3667,129.4833,65.32,91,100,21.92
291,Buenos Aires,AR,2022-03-17 23:41:55,-34.6132,-58.3772,79.79,73,0,2.3
292,Kangaatsiaq,GL,2022-03-17 23:44:05,68.3065,-53.4641,-10.1,81,97,9.84
293,Bangangte,CM,2022-03-17 23:44:05,5.1409,10.5198,63.9,78,78,3.69
294,Baykit,RU,2022-03-17 23:44:06,61.67,96.37,-7.15,100,96,1.52
295,Zabol,AF,2022-03-17 23:44:06,32.25,67.25,59.81,22,0,4.63
296,Sovetskiy,RU,2022-03-17 23:44:07,61.3614,63.5842,7.7,99,89,3.27
297,Souillac,MU,2022-03-17 23:44:07,-20.5167,57.5167,77.38,88,20,3.44
298,Puerto Del Rosario,ES,2022-03-17 23:44:09,28.5004,-13.8627,60.55,67,100,9.22
299,Daru,PG,2022-03-17 23:44:09,-9.0763,143.2092,83.26,77,100,5.57
300,La Tuque,CA,2022-03-17 23:44:10,47.4334,-72.7824,37.65,100,100,2.3
301,Bereda,ES,2022-03-17 23:44:10,43.2686,-7.5406,42.58,76,6,9.08
302,Ballina,AU,2022-03-17 23:44:10,-28.8667,153.5667,75.38,86,100,5.75
303,Talcahuano,CL,2022-03-17 23:44:11,-36.7167,-73.1167,62.28,59,0,16.11
304,Carutapera,BR,2022-03-17 23:44:11,-1.195,-46.02,75.27,94,53,4.25
305,Les Cayes,HT,2022-03-17 23:44:11,18.2,-73.75,76.62,74,18,9.19
306,Biltine,TD,2022-03-17 23:44:12,14.5333,20.9167,67.51,8,89,16.13
307,Farafangana,MG,2022-03-17 23:44:12,-22.8167,47.8333,76.17,94,100,4.9
308,Porto Santo,PT,2022-03-17 23:44:13,33.072,-16.3415,59.38,67,75,10.36
309,Lompoc,US,2022-03-17 23:44:13,34.6391,-120.4579,72.79,75,40,21.99
310,Saint Anthony,US,2022-03-17 23:44:14,45.0205,-93.218,46.33,63,0,10.36
311,Martinsville,US,2022-03-17 23:39:43,36.6915,-79.8725,70.48,52,75,0.0
312,Redlands,US,2022-03-17 23:44:14,34.0556,-117.1825,82.24,15,0,9.22
313,Wanxian,CN,2022-03-17 23:44:14,30.8039,108.3897,64.92,83,46,4.21
314,Prince Rupert,CA,2022-03-17 23:40:07,54.3161,-130.3201,46.09,87,100,12.66
315,Tura,IN,2022-03-17 23:44:15,25.5198,90.2201,70.11,43,78,1.81
316,Arraial Do Cabo,BR,2022-03-17 23:44:15,-22.9661,-42.0278,78.76,78,0,13.8
317,Serta,PT,2022-03-17 23:44:16,39.8085,-8.0988,51.94,66,3,6.69
318,Ekibastuz,KZ,2022-03-17 23:44:16,51.6667,75.3667,-3.98,99,100,7.23
319,Gualaco,HN,2022-03-17 23:44:17,15.05,-86.05,89.44,58,49,3.85
320,Saint George,US,2022-03-17 23:44:17,37.1041,-113.5841,66.25,15,0,3.44
321,Bilma,NE,2022-03-17 23:44:17,18.6853,12.9164,68.94,11,5,8.34
322,Zlate Moravce,SK,2022-03-17 23:44:18,48.3855,18.4006,38.86,73,34,1.99
323,Neuquen,AR,2022-03-17 23:44:18,-38.9516,-68.0591,69.69,37,0,3.44
324,Fortuna,US,2022-03-17 23:44:19,40.5982,-124.1573,58.93,68,0,12.66
325,Honiara,SB,2022-03-17 23:44:19,-9.4333,159.95,86.4,61,53,5.37
326,Tongliao,CN,2022-03-17 23:44:19,43.6125,122.2653,18.79,72,100,9.8
327,Ishigaki,JP,2022-03-17 23:44:20,24.3448,124.1572,75.33,88,75,10.36
328,Chimbarongo,CL,2022-03-17 23:44:20,-34.7,-71.05,70.68,49,17,3.27
329,Chor,PK,2022-03-17 23:44:21,25.5167,69.7667,73.2,52,1,11.1
330,Sosva,RU,2022-03-17 23:44:25,59.1766,61.8558,6.73,99,99,3.22
331,Belaya Gora,RU,2022-03-17 23:44:25,68.5333,146.4167,-11.83,99,99,2.93
332,Baia,RO,2022-03-17 23:44:25,47.4167,26.2167,27.46,65,94,2.84
333,Ventosa,PT,2022-03-17 23:44:26,39.127,-9.0842,57.31,70,23,5.5
334,Tsumeb,NA,2022-03-17 23:44:26,-19.2333,17.7167,65.64,54,76,8.81
335,Oktyabrskoye,RU,2022-03-17 23:44:26,43.0645,44.7417,21.34,92,50,11.18
336,Dali,CN,2022-03-17 23:44:27,25.7,100.1833,53.62,63,77,2.13
337,Xingyi,CN,2022-03-17 23:44:28,24.1877,102.817,55.53,61,61,1.48
338,Kavieng,PG,2022-03-17 23:44:28,-2.5744,150.7967,85.68,62,88,12.37
339,Meulaboh,ID,2022-03-17 23:44:28,4.1363,96.1285,76.6,84,100,7.96
340,Am Timan,TD,2022-03-17 23:44:29,11.0297,20.2827,74.98,14,69,6.69
341,Richards Bay,ZA,2022-03-17 23:44:29,-28.783,32.0377,64.74,78,0,2.24
342,Isangel,VU,2022-03-17 23:44:30,-19.55,169.2667,84.76,70,93,5.84
343,Umea,SE,2022-03-17 23:44:30,63.8284,20.2597,35.53,80,75,14.97
344,Suntar,RU,2022-03-17 23:44:30,62.1444,117.6319,-12.17,100,94,2.98
345,Shiloh,US,2022-03-17 23:44:31,38.5614,-89.8973,74.93,43,0,11.5
346,Bengkulu,ID,2022-03-17 23:44:31,-3.8004,102.2655,75.96,88,98,12.93
347,Esperance,AU,2022-03-17 23:44:31,-33.8667,121.9,66.04,69,42,13.56
348,Babanka,UA,2022-03-17 23:44:32,48.7097,30.4483,24.3,74,13,11.1
349,Orapa,BW,2022-03-17 23:44:32,-21.2833,25.3667,63.14,89,100,14.67
350,Cooma,AU,2022-03-17 23:44:32,-36.2333,149.1333,67.77,77,1,4.61
351,San Cristobal,VE,2022-03-17 23:39:42,7.7669,-72.225,75.38,73,42,2.06
352,Kushmurun,KZ,2022-03-17 23:44:33,52.4503,64.6311,-11.87,100,72,6.55
353,Camabatela,AO,2022-03-17 23:44:33,-8.1881,15.375,61.14,92,69,1.03
354,Priladozhskiy,RU,2022-03-17 23:44:34,59.85,31.4833,22.53,1,7,4.61
355,Qaqortoq,GL,2022-03-17 23:44:17,60.7167,-46.0333,0.66,70,83,8.99
356,Libreville,GA,2022-03-17 23:42:18,0.3925,9.4537,80.28,83,83,7.87
357,Zaozerne,UA,2022-03-17 23:44:34,45.1582,33.2787,27.19,70,89,15.86
358,Longyearbyen,SJ,2022-03-17 23:44:35,78.2186,15.6401,28.24,74,75,28.77
359,San Quintin,MX,2022-03-17 23:44:35,30.4833,-115.95,65.75,63,0,7.9
360,Aysha,RU,2022-03-17 23:44:36,55.8704,48.6319,5.65,99,89,2.93
361,Port Blair,IN,2022-03-17 23:44:36,11.6667,92.75,78.84,94,75,1.14
362,Iqaluit,CA,2022-03-17 23:44:37,63.7506,-68.5145,-2.47,65,100,9.22
363,Gizo,SB,2022-03-17 23:44:37,-8.103,156.8419,84.43,71,44,9.89
364,Kitakata,JP,2022-03-17 23:44:37,37.65,139.8667,38.66,96,100,2.57
365,Orbetello,IT,2022-03-17 23:44:38,42.4408,11.2196,55.42,62,100,5.75
366,Los Llanos De Aridane,ES,2022-03-17 23:44:38,28.6585,-17.9182,58.75,72,100,14.0
367,Zhigalovo,RU,2022-03-17 23:44:39,54.8097,105.1578,8.38,97,99,2.73
368,Kizhinga,RU,2022-03-17 23:44:39,51.8462,109.9097,-2.69,99,50,1.25
369,Jaleswar,NP,2022-03-17 23:44:40,26.6471,85.8008,72.14,34,71,5.48
370,Alugan,PH,2022-03-17 23:44:40,12.2188,125.4808,82.31,78,79,7.34
371,Ereymentau,KZ,2022-03-17 23:44:41,51.6199,73.1033,-1.66,98,100,9.22
372,Binzhou,CN,2022-03-17 23:44:41,37.3667,118.0167,35.19,49,99,6.11
373,Haapsalu,EE,2022-03-17 23:44:41,58.9431,23.5414,36.91,59,0,13.67
374,Ust-Ilimsk,RU,2022-03-17 23:44:42,58.0006,102.6619,11.68,96,100,3.76
375,Qena,EG,2022-03-17 23:44:42,26.1615,32.7183,57.4,23,0,5.64
376,Pisco,PE,2022-03-17 23:44:43,-13.7,-76.2167,73.45,73,0,6.91
377,Port Lincoln,AU,2022-03-17 23:44:43,-34.7333,135.8667,67.1,76,54,15.12
378,Galveston,US,2022-03-17 23:42:32,29.3669,-94.9669,69.19,92,55,5.99
379,Galapagar,ES,2022-03-17 23:44:44,40.5783,-4.0043,47.16,78,100,3.87
380,Rong Kwang,TH,2022-03-17 23:44:44,18.339,100.3174,81.45,79,58,1.21
381,Puqi,CN,2022-03-17 23:44:44,29.7167,113.8833,46.87,85,99,3.24
382,Xiaoweizhai,CN,2022-03-17 23:44:45,26.1903,107.5125,60.51,95,100,3.4
383,Port-Cartier,CA,2022-03-17 23:44:45,50.0334,-66.8654,28.62,96,100,4.52
384,Chara,RU,2022-03-17 23:44:46,56.9064,118.2631,-6.48,80,86,0.4
385,Pevek,RU,2022-03-17 23:44:46,69.7008,170.3133,-14.04,91,64,8.5
386,Kargasok,RU,2022-03-17 23:44:47,59.0556,80.8572,0.95,100,100,4.54
387,Villa Maria,AR,2022-03-17 23:44:47,-32.4075,-63.2402,74.82,77,99,1.19
388,Hakkari,TR,2022-03-17 23:44:47,37.5833,44.1667,8.65,97,95,1.5
389,Haputale,LK,2022-03-17 23:44:48,6.7681,80.9595,62.92,79,100,3.22
390,Chancay,PE,2022-03-17 23:44:48,-11.5714,-77.2672,71.58,81,19,7.27
391,Mojo,ET,2022-03-17 23:44:48,8.6,39.1167,62.17,73,47,7.18
392,Waipawa,NZ,2022-03-17 23:44:49,-41.4122,175.5153,56.03,61,92,6.89
393,Coquimbo,CL,2022-03-17 23:44:49,-29.9533,-71.3436,64.13,82,20,8.05
394,Bonthe,SL,2022-03-17 23:44:50,7.5264,-12.505,77.67,82,33,8.79
395,Saint-Joseph,RE,2022-03-17 23:44:50,-21.3667,55.6167,77.38,89,24,4.85
396,Beringovskiy,RU,2022-03-17 23:44:50,63.05,179.3167,1.8,68,5,15.5
397,Tual,ID,2022-03-17 23:44:51,-5.6667,132.75,83.66,75,56,4.5
398,Vila,PT,2022-03-17 23:44:51,42.0304,-8.1588,45.48,63,11,5.03
399,Kamen-Na-Obi,RU,2022-03-17 23:44:51,53.7884,81.3423,-8.18,100,95,4.56
400,Mount Gambier,AU,2022-03-17 23:44:52,-37.8333,140.7667,64.31,82,100,11.5
401,Komsomolskiy,UZ,2022-03-17 23:44:52,40.4272,71.7189,48.92,66,75,20.71
402,Taboao Da Serra,BR,2022-03-17 23:44:52,-23.6261,-46.7917,80.65,73,20,6.91
403,Inta,RU,2022-03-17 23:44:53,66.0317,60.1659,22.69,93,94,11.34
404,Preobrazheniye,RU,2022-03-17 23:44:53,42.9019,133.9064,26.73,46,70,3.2
405,Havoysund,NO,2022-03-17 23:44:54,70.9963,24.6622,35.74,80,100,7.94
406,Dunedin,NZ,2022-03-17 23:44:54,-45.8742,170.5036,60.8,66,76,5.01
407,Maniitsoq,GL,2022-03-17 23:44:54,65.4167,-52.9,3.15,94,100,10.0
408,Kilindoni,TZ,2022-03-17 23:44:55,-7.9139,39.6668,81.1,75,50,8.59
409,Lingao,CN,2022-03-17 23:44:55,19.9103,109.6859,74.01,84,68,6.29
410,Igunga,TZ,2022-03-17 23:44:56,-4.2833,33.8833,64.31,96,100,1.03
411,Kloulklubed,PW,2022-03-17 23:44:56,7.0419,134.2556,81.1,76,21,13.67
412,Yagodnoye,RU,2022-03-17 23:44:56,62.55,149.6667,0.72,59,95,2.17
413,Qandala,SO,2022-03-17 23:44:57,11.472,49.8728,75.63,65,7,2.64
414,Hun,LY,2022-03-17 23:44:57,29.1268,15.9477,64.99,12,71,14.9
415,Henties Bay,NA,2022-03-17 23:44:57,-22.116,14.2845,64.26,78,0,6.26
416,Chirongui,YT,2022-03-17 23:44:58,-12.9319,45.1483,78.73,76,100,3.06
417,Goksun,TR,2022-03-17 23:44:58,38.021,36.4973,12.96,97,72,2.21
418,Skibbereen,IE,2022-03-17 23:44:58,51.55,-9.2667,43.38,87,14,2.28
419,Darnah,LY,2022-03-17 23:44:59,32.767,22.6367,53.73,76,0,5.1
420,Nizwa,OM,2022-03-17 23:44:59,22.9333,57.5333,71.44,40,0,2.39
421,North Vanlaiphai,IN,2022-03-17 23:45:00,23.1333,93.0667,50.47,49,27,2.93
422,Turukhansk,RU,2022-03-17 23:45:00,65.8167,87.9833,3.51,97,100,8.37
423,Amga,RU,2022-03-17 23:45:00,60.8953,131.9608,6.04,92,100,5.35
424,Ossora,RU,2022-03-17 23:45:01,59.2353,163.0719,8.98,70,4,4.94
425,Den Helder,NL,2022-03-17 23:45:01,52.9599,4.7593,42.98,93,23,6.91
426,Takoradi,GH,2022-03-17 23:45:02,4.8845,-1.7554,80.58,85,94,8.01
427,Marawi,PH,2022-03-17 23:45:02,7.9986,124.2928,74.93,79,83,1.03
428,Mazatlan,MX,2022-03-17 23:45:03,23.2167,-106.4167,75.9,67,0,5.01
429,Alice Springs,AU,2022-03-17 23:45:03,-23.7,133.8833,81.95,32,62,5.75
430,Manavalakurichi,IN,2022-03-17 23:45:03,8.1333,77.3,78.48,88,47,10.18
431,Ancud,CL,2022-03-17 23:45:04,-41.8697,-73.8203,47.23,69,83,7.54
432,Mutis,CO,2022-03-17 23:45:04,6.2262,-77.4044,77.67,84,70,0.29
433,Magaria,NE,2022-03-17 23:45:05,12.9983,8.9099,73.18,13,80,10.92
434,Lokosovo,RU,2022-03-17 23:45:05,61.1333,74.8167,-4.52,100,100,4.5
435,Ikare,NG,2022-03-17 23:45:06,7.4913,5.2322,75.97,91,100,4.68
436,Buala,SB,2022-03-17 23:45:06,-8.145,159.5921,85.93,61,71,8.32
437,Elko,US,2022-03-17 23:45:06,41.0002,-115.5012,50.02,30,100,5.01
438,Sao Joaquim,BR,2022-03-17 23:45:07,-28.2939,-49.9317,57.92,96,24,2.17
439,Porto Novo,BJ,2022-03-17 23:45:07,6.4965,2.6036,84.02,80,95,9.35
440,Dalbandin,PK,2022-03-17 23:45:08,28.8947,64.4101,73.29,20,0,7.31
441,Sharjah,AE,2022-03-17 23:42:22,25.3573,55.4033,70.09,64,20,10.36
442,Phalodi,IN,2022-03-17 23:45:08,27.1333,72.3667,78.03,18,20,8.97
443,Evensk,RU,2022-03-17 23:45:08,61.95,159.2333,11.66,68,3,4.97
444,Phetchaburi,TH,2022-03-17 23:45:09,12.9667,99.5833,77.27,79,90,2.1
445,Vao,NC,2022-03-17 23:45:09,-22.6667,167.4833,78.3,70,100,5.64
446,Lagunas,PE,2022-03-17 23:45:09,-5.2269,-75.6753,74.07,98,86,2.71
447,Heide,DE,2022-03-17 23:45:10,54.2,9.1,37.85,90,2,6.76
448,Ponta Do Sol,PT,2022-03-17 23:45:11,32.6667,-17.1,60.06,69,31,5.55
449,San Andres Del Rabanedo,ES,2022-03-17 23:45:11,42.6117,-5.6167,41.72,45,0,4.61
450,Fayetteville,US,2022-03-17 23:42:38,35.0527,-78.8784,71.82,64,0,5.75
451,Batemans Bay,AU,2022-03-17 23:45:11,-35.7167,150.1833,72.1,65,4,6.62
452,Yoichi,JP,2022-03-17 23:45:12,43.2039,140.7703,33.03,70,86,6.71
453,Monte Alegre,BR,2022-03-17 23:45:12,-2.0078,-54.0692,76.28,90,60,3.47
454,Marsaxlokk,MT,2022-03-17 23:45:12,35.8419,14.5431,58.08,82,75,14.97
455,Amapa,BR,2022-03-17 23:45:13,1.0,-52.0,72.7,98,100,3.2
456,Koksovyy,RU,2022-03-17 23:45:16,48.1967,40.5989,20.12,81,92,11.25
457,Nador,MA,2022-03-17 23:45:16,35.174,-2.9287,59.25,77,75,2.3
458,Humaita,BR,2022-03-17 23:45:17,-7.5061,-63.0208,72.97,96,92,2.06
459,La Ronge,CA,2022-03-17 23:45:17,55.1001,-105.2842,50.25,25,40,9.22
460,Nishihara,JP,2022-03-17 23:45:18,26.1842,127.7558,69.85,94,100,21.85
461,Emerald,AU,2022-03-17 23:41:06,-23.5333,148.1667,81.34,54,49,9.22
462,Kununurra,AU,2022-03-17 23:45:18,-15.7667,128.7333,82.38,74,100,1.14
463,Gazanjyk,TM,2022-03-17 23:45:19,39.2446,55.5154,40.77,66,51,9.55
464,San Carlos De Bariloche,AR,2022-03-17 23:45:19,-41.1456,-71.3082,51.55,58,0,11.5
465,Sibolga,ID,2022-03-17 23:45:19,1.7427,98.7792,75.9,86,100,2.75
466,Puyang,CN,2022-03-17 23:45:20,29.4603,119.8861,50.95,88,100,2.8
